training	Rickman
training	Marilyn
training	Jack Frost
training	Chris Cooper
training	Tim Curry
training	Matthew Rhys
training	Chris Cooper
training	Patricia Clarkson
training	Tim Curry
training	Jason Donovan
training	Terry Scott
training	June Whitfield
training	Elenor Parker
training	Flynn
training	Marnie
training	Aeris
training	Tyler Sheena
training	Jenova
training	Cait Sith
training	Cait Sith
training	Tifa
training	Aeris
training	Jason Alexander
training	Tim Curry
training	Nobuo
training	Marlene
training	Duckman
training	Jason Alexander
training	David Boreanaz
training	Caroline Dhavernas
training	David Boreanaz
training	David Boreanaz
training	John Hazlett
training	John Hazlett
training	Keith Clark
training	Caroline Dhavernas
training	Thomas Jane
training	Paulina Porizkova
training	Tom Selleck
training	Aaron Eckhart
training	Mickey Rourke
training	Bock
training	George C. Scott
training	Scott
training	Pepe Le Pew
training	Betty Boop
training	Aihara
training	Yoshida
training	Ito
training	Alastair Sim
validation	Bill Paxton
validation	Harry Vardon
validation	Shia Lebouf
validation	Josh Flitter
validation	Stephen Dillane
validation	Francis
validation	Hongsheng
validation	Jia Hongsheng
validation	Lennon
validation	John Lennon
validation	Custer
validation	Sheridan
validation	Moreland
validation	Mickael Curtiz
validation	Bette Davis
validation	Spencer Tracy
validation	Anthony Quinn
validation	Madonna
validation	Griffin Dunne
validation	Mozart
validation	Joe Estevez
validation	Ed Harris
validation	Cuba Gooding
validation	Stewart
validation	Albert Hall
validation	Alfred Hitchcock
validation	Truffaut
validation	Reggie Malder
validation	Max Fleischer
validation	Lois Lane
testing	Randolph Scott
testing	Fritz Lang
testing	Dean Jagger
testing	Clive Barker
testing	Danny Elfman
testing	Doug Bradley
testing	David Cronenberg
testing	Vincent D'onofrio
testing	Shemp
testing	Curly
training	Brokeback Mountain
training	Darth Vader
training	Al Pacino
training	David Strathairn
training	John Forsythe
training	Citizen Kane
training	Stanley Holloway
training	Abraham Lincoln
training	Alpha Video
training	Robert Montgomery
training	Frank Sinatra
training	Walt Disney
training	Brighton Rock
training	Donkey Kong
training	Ralph Richardson
training	Greg Kinnear
training	David Baddiel
training	Ella Raines
training	Paul Lukas
training	Ciaran Hinds
training	Marin Preda
training	Marc Dixon
training	Simon Peacock
training	Academy Award
training	James C. Petrillo
training	Nicholas Cage
training	Will Smith
training	Paul Reiser
training	Alistair Cooke
training	Heero Yuy
training	Mr. Wells
training	Mélanie Thierry
training	Al Pacino
training	Michael Parks
training	Harlan Ellison
training	Gary Busey
training	Robin Hood
training	Art Director Dave Milton
training	Michael Jackson
training	Family Guy
training	Harrison Ford
training	John Fulton
training	Imaginary Heroes
training	Dark Heart
training	Sir Alan Sugar
training	Herbert Hoover
training	Picture Oscar
training	Al Pacino
training	Nancy Drew
training	Jane Eyre
validation	George Stevens
validation	Gentleman Jim
validation	Grace Elliot
validation	Chloe Franks
validation	Miranda Richardson
validation	Deep Space
validation	Seijun Suzuki
validation	Weird Al
validation	Guy Kibbee
validation	Please Obey
validation	Brock Lesnar
validation	Patrick Warburton
validation	Robert Louis Stevenson
validation	Franka Pontente
validation	Randy Edelman
validation	Dirty Harry
validation	Basic Instinct
validation	Steve Martin
validation	Conrad L. Hall
validation	Bill Sikes
validation	Miss Europe
validation	Grace Hartman
validation	Joseph Goebbels
validation	Bill Paxton
validation	John Speredakos
validation	Ralph Faulkner
validation	Julie Delpy
validation	John Ford
validation	Desert Island
validation	Archibald Cunningham
testing	Riff Randell
testing	Robert Downey Jr
testing	De Sica
testing	Harry Cohn
testing	Pierce Brosnon
testing	Jeffrey Goines
testing	James Bond
testing	Jeremy Northam
testing	Dil Wale Dulhaniya Le Jayenge
testing	Red Queen
training	Dreyfuss
training	Raul
training	Julia
training	Sonia Braga
training	Johnny Winters
training	Sammy Davis Jr.
training	Ike Pappas
training	Dick Cavett
training	Paul
training	Dave
training	Paul
training	Raul Julia
training	Richard Dreyfuss
training	Dreyfuss
training	Richard Dreyfuss
training	Raul Julia
training	Sonia Braga
training	Raul Julia
training	Jonathan Winters
training	Sammy Davis Jr
training	Paul Mazursky
training	Richard Dreyfuss
training	Jack Noah
training	Alfonse Sims
training	Millard Mitchell
training	Henry Brown
training	Stephen Mcnally
training	Wyatt Earp
training	Will Geer
training	Lin
training	Lin
training	Lin
training	Johnny
training	Borden Chase
training	Robert Richards
training	Steve Miller
training	Charles Drake
training	Young Bull
training	John Mcintyre
training	Dutch Henry
training	Steve Brodie
training	James Millican
training	John Doucette
training	Chuck Roberson
training	Ray Teal
training	Duryea
training	Tony Curtis
training	James Best
training	Edmund Cobb
training	John War Eagle
validation	Stewart
validation	Bat Masterson
validation	Will Geer
validation	Steve
validation	Rock Hudson
validation	Young Bull
validation	Curtis
validation	Lin Macadam
validation	James Stewart
validation	Henry Brown
validation	Stephen Mcnally
validation	Wyat Earp
validation	Jack Arnold
validation	Clint Eastwood
validation	Stewart
validation	Stewart
validation	Stewart
validation	Wyatt Earp
validation	Bat Masterson
validation	George Armstrong Custer
validation	Anthony Mann
validation	James Stewart
validation	Stewart
validation	Winchester
validation	John Mcintire
validation	Dan Duryea
validation	Millard Mitchell
validation	Shelly Winters
validation	Dan Duryea
validation	Anthony Mann
testing	Rock Hudson
testing	Eric Stoltz
testing	Daniel Greystone
testing	Buzz Aldrin
testing	Buzz Aldrin
testing	Bela Lugosi
testing	Patricia Hunter
testing	Monogram
testing	Bela Lugosi
testing	Lois Lane
testing	Bush
testing	Darwin
testing	Dr. Dre
testing	Hirsch
testing	Queen Bee
testing	Rik Mayall
testing	Rik Mayall
testing	Rudy Ray Moore
testing	Spalding Gray
testing	Willie Green
training	Barry Levinson
training	Ben Stiller
training	Bettina Hirsch
training	Bill
training	Byron Calhoun
training	Carmen Miranda
training	Cecil Watterman
training	Charles Stratton
training	Christopher Walken
training	Christopher Walken
training	Christopher Walken
training	Cindy
training	Crispin Glover
training	Daniel Roebuck
training	De Niro
training	Dennis Hopper
training	Dennis Hopper
training	Eddie Murphy
training	Gordon Clapp
training	Harvey Korman
training	Harvey Korman
training	Hrithik Roshan
training	Irvin Kershner
training	Jack Black
training	Jayne Mansfield
training	Jim Brown
training	Jimmy Mchugh
training	John Hughes
training	Johnny Mercer
training	Jonathan Scarfe
training	Kate
training	Kim Basinger
training	Lakshya
training	Lance Smith
training	Lawrence Olivier
training	Luke
training	Mari Honjo
training	Marjorie Main
training	Mitch
training	Mitch
training	Nadine Van Der Velde
training	Nielson
training	Paul
training	Paul
training	Simon
training	Simon Watterman
training	Trey
training	Trey Sellars
training	Veer-zaara
training	Willie Green
validation	Amy
validation	Arthur
validation	Atwill
validation	Blade
validation	Charles Higham
validation	Chris Rock
validation	Conan Doyle
validation	Dolph Lundgren
validation	Ed Norton
validation	Eddie
validation	Herman
validation	Herman
validation	Jackie
validation	Jackie Chan
validation	James Cagney
validation	Joe
validation	Joe
validation	Joe
validation	Joe
validation	Joe
validation	Joe
validation	Joe Dallesandro
validation	Laura Linney
validation	Neil Labute
validation	Nick Hammond
validation	Peter Parker
validation	Seth Mcfarlane
validation	Stephen Dorff
validation	Tobey Macguire
validation	Willie Green
training	Pleasance
training	Capt Dan
training	Raul Julio
training	Tom Selleck
training	Charlie Sheen
training	James Caan
training	Atwill
training	Cat Soup
training	Chin
training	Wesley Snipes
training	Mark Mothersbough
training	Vidor
training	John Cleese
training	Jess
training	Daryl Hannah
training	Bronson
training	Tom Valcojames Gandolfiniis
training	Joanna Pacula
training	Oscar
training	Fifi
training	J. Carrol Naish
training	Ben
training	Lawn Bowlsbr
training	Ian
training	Debbie
training	Brendon
training	Tim Boggs
training	Inder Kumar
training	Hari Om
training	Gina Gershon
training	Brendan Filone
training	Olsen
training	Waldemar
training	Stevens
training	Jeff
training	Antwone Fisher
training	Max
training	Sandra Bullock
training	Peter O'toole
training	Ridley Scott
training	Lindy
training	Buck Henry
training	Bogdanovich
training	Camelia Kath
training	Hitler
training	Alain Delon
training	Sticky Fingers
training	Alice
training	Schwarzenegger
training	Kareena
validation	John Carpenter
validation	Temujin
validation	Nolan
validation	Muriel
validation	Libby
validation	John Savage
validation	Anita Strindberg
validation	Dani Levy
validation	Mick Mccleery
validation	Murphy
validation	Burakov
validation	Jane
validation	Laurence Harvey
validation	Ahmed
validation	Steven Seagal
validation	Dolittle
validation	George Orwell
validation	Ninza Turtles
validation	Stephen King 
validation	Mike Nicholas Closer
validation	Jennifer Lopez
validation	Meh
validation	Max
validation	Matt
validation	Michelle Pieffer
validation	Ryan
validation	Ray Bolger
validation	James Bond
validation	Milo
validation	Gregory
testing	Scully
testing	Monroe
testing	Crowe
testing	Zizek
testing	Dalton
testing	Keane
testing	Heather Grahm
testing	Mitchell
testing	Mermaid
testing	Lew Ayres
training	Calvin
training	Richard Moll
training	Travis Davis
training	Woody Allen
training	Richard Moll
training	Stephen Garvey
training	Steve Garvey
training	Suzy Parker
training	Miss Parker
training	Joan Crawford
training	Robert Evans
training	Robert Evans
training	Joan Crawford
training	Amanda Farrell
training	Joan Crawford
training	Suzy Parker
training	Scott Clark
training	Graves
training	Tex Avery
training	Droopy
training	Tex Avery
training	Mcpoodle
training	Simon Templar
training	Paul Guilfoyle
training	George Sanders
training	George Sanders
training	George Clooney
training	Jonathan Hale
training	Paul Guilfoyle
training	Wendie Barrie
training	Fernack
training	Kristine
training	Ronald Reagan
training	Monica Lewinski
training	Kristine Debell
training	Steven Spielberg
training	Kristine
training	Richard Prior
training	Sacha Barren Cohen
training	Ali
training	Ali G
training	Sacha Baron Cohen
training	Ali G 
training	Jeff Lieberman
training	Jeff Lieberman
training	Texas Chainsaw Massacre
training	Jeff Lieberman
training	Jeff Lieberman
training	Ken Stott
training	Dci Red Metcalfe
validation	Messiah
validation	George Hilton
validation	Felipe Martinez
validation	Francois Perrin
validation	Luc Besson
validation	Richard Gere
validation	Diane Lane
validation	Chris Stokes
validation	Tim Thomerson
validation	Jekyll And Hyde
validation	Mel Brookes
validation	Chaplin
validation	Dutchess
validation	Thomas
validation	William Macy
validation	Fargoesque
validation	Bill Macy
validation	Jamie Cromwell
validation	Jerry Lundergaard
validation	Dennis Quaid
validation	Dennis Quaid
validation	Vincent D'onofrio
validation	Murphy
validation	Deniro
validation	Rene Russo
validation	Robert De Niro
validation	First Mate
validation	Walker And Luke
validation	John Corbett
validation	John Corbett
testing	Liv Ullmann
testing	Sir John Gielgud
testing	Bobby Van
testing	Liv Ullmann
testing	Lost Horizon
testing	Richard Greico
testing	Keith Richards
testing	Gary Busey
testing	Gary Busey
testing	Emanuele Crialese
training	Sadako
training	Sadako
training	Hiroshi Tôyama
training	Sadako
training	Sadako
training	Sadako
training	Sadako
training	Sadako
training	Ikuma
training	Nolte
training	Nolte
training	Thomas Edison
training	Nolte
training	Brolin
training	Brolin
training	Brolin
training	Nolte
training	Nolte
training	Brolin
training	Sadako
training	Sadako
training	Hannibal Rising
training	Sadako
training	Carrie
training	Sadako
training	Sadako
training	Sadako
training	Sadako
training	Seiichi Tanabe
training	Nakama
training	Graham Norton
training	Paddy Breathnach
training	Breathnach
training	Boyd
training	Harold Lloyd
training	Louis Walheim
training	Simon Cowell
training	Mr. Koji
training	Sadako
training	Sadako
training	Yukie Nakama
training	Sadako
training	Nakata Hideo
training	Katharine
training	Dublin
training	Nick Nolte
training	Josh Brolin
training	Simon
training	Cowell
training	Philbin
validation	David Hasselhoff
validation	Piers Morgan
validation	Brandy
validation	Brandy
validation	Cowell
validation	Simon
validation	Young Sadako
validation	Sadako
validation	Sadako
validation	Ringu
validation	Sadako
validation	Sadako
validation	Sadako
validation	Sadako
validation	Sadako
validation	Yukie Nakama
validation	Sadako
validation	Sadako
validation	Sadako
validation	Sadako
validation	Mr. Knotts
validation	Barbara Rhoades
validation	Knotts
validation	Vic Mizzy
validation	Bob Hope
validation	Sadako Yamamura
validation	Howard Hughes
validation	Nestor Almendros
validation	Sadako Yamamura
validation	Sadako
testing	Carrie White
testing	Sadako
testing	Sadako Yamamura
testing	Sadako
testing	Sadako
testing	Hiroshi Takahashi
testing	Norio Tsuruta
testing	Sadako
testing	Tsuruta
testing	Shoko Miyaji
training	Paul
training	William Forsythe
training	Paul
training	Charlotte
training	Veronica
training	Charlotte
training	John Cale
training	Boll
training	Linda
training	Tom Long
training	Lebowski
training	Frederic March
training	Murry Lerner
training	Lesley
training	Jessica Stein
training	James Earl Jones
training	Cheney
training	Wallace
training	Andy Goldsworthy
training	Slasher Cinema
training	Craze
training	Lohan
training	Dan Castellanetta
training	Inman
training	Elaine
training	Orfevres
training	Hitchcock
training	Orfevres
training	Jenny Latour
training	Martineau
training	Rita Hayworth
training	Martineau
training	Antoine
training	Louis Jouvet
training	Antoine
training	Jenny Latour
training	Detective Antoine
training	Jenny Latour
training	Jenny
training	Jouvet
training	Miss Dora Monnier
training	Ally Mcbeal
training	Rebecca Immanuel
training	Isabel Tuengerthal
training	Jim Carrey
training	Rick Marshall
training	Jim Carrey
training	Myrick
training	Brad Silberling
training	David Vaughn
validation	Victor
training	Craig Sheffer
validation	Wilfred Brimley
validation	Melissa Joan Hart
validation	Salem
validation	John Millius
validation	Morgan
validation	Ito Misaki
validation	Toyokawa Etsushi
validation	Shibasaki Kou
validation	Captain Wentworth
validation	Roosevelt
validation	Jon Fedele
validation	Vampiros Lesbos
validation	Franco
validation	Vampiros Lesbos
validation	Vampiros Lesbos
validation	Godard
validation	Marilyn Monroe
validation	Marilyn
validation	Miss Monroe
validation	Fu Manchu
validation	Mencia
validation	Carlos Mencia
validation	Ashton Kutcher
validation	Carlos Mencia
validation	Carlos Mencia
validation	Daffy
validation	Errol Flynn
validation	Sylvester
testing	Melissa
testing	Clancy B. Grass
testing	Marine Corp
testing	Jack
testing	Full Metal Jacket
testing	Ricci
testing	Tarantino
testing	Kill Bill
testing	Amitabh Bachchan
testing	Linda Carter
training	Ken Burns
training	Borowcyzk
training	David Zucker
training	Jim Morris
training	Kim Longinotto
training	Buttgereit
training	Buttgereit
training	Braveheart
training	Leif Trondstad
training	Carl Brashear
training	Michael Redgrave
training	Ros
training	Mia
training	Mia
training	Vonnegut
training	Stephen Bishop
training	Esperanza
training	Patricia Hunter
training	Robin Hood
training	Melvin Douglas
training	Heyerdahl
training	Heyerdahl
training	Barbara Stanwyck
training	Citizen Kane
training	Eddie Murphy
training	Bugs Bunny
training	Shirely Temple
training	Sharon Stone
training	Hastings
training	Wu Du
training	Brian Wright Copyright
training	Cut
training	Cut
training	Brit
training	Glenn Close
training	Mary Moronov
training	Agustí Villaronga
training	Shirley Verel
training	Jim Henson Productions
training	Will Smith
training	Kusturica
training	Brosnan
training	Brad Pitt
training	Carl Brashear
training	Daniel
training	Robert Deniro
training	Edison Chen
training	Molly Ringwald
training	Steve Queen
training	Jj Abrams
validation	Michael Keaton
validation	Paco
validation	Stephanie
validation	Ted Turner
validation	Jonny
validation	Jonny
validation	Jonny
validation	Russell Velazquez
validation	Scarman
validation	Ramo
validation	Antonioni
validation	Jim Carrey
validation	Hector
validation	Arthur Askey
validation	Madhavi Sharma
validation	Vander-geek
validation	Darling Nicki
validation	Claire Carter
validation	Gallien
validation	Homer Hickam
validation	Dr Jacques Coulardeau
validation	Werner Henze Simon
validation	Crowe
validation	Charlton Heston
validation	Jenna Jameson
validation	Henson
validation	Ben Chaplin
validation	Sean Young
validation	Brown
validation	Natali
testing	Mark
testing	Lai
testing	Jalal Merhi
testing	Lugosi
testing	Paul Gross
testing	Arthur Macarthur
testing	Wilma
testing	Temuera
testing	Andrew Gurland
testing	Gerardo
training	Barbara
training	Jack Bender
training	Jack Bender
training	Stephen Williams
training	Richard Dawson
training	Anne Rice
training	Walsh
training	Flynn
training	Elizabeth
training	Phil Sheridan
training	Winfield Scott
training	Jeb Stuart
training	Scott
training	Libby
training	Max Steiner
training	Kevin Bacon
training	Amuro Ray
training	Bernie
training	Bette Midler
training	Michael Stearns
training	Christine Ebersoll
training	Joe Chamberlain
training	Stan Laurel
training	Alain Delon
training	Bernard Fresson
training	Jim Brown
training	Rolf Bayer
training	William Holden
training	Charles Bronson
training	Jan Rosenberg
training	Jacobi
training	Bob Townsend
training	Jake Luva
training	Bert
training	Bonnie
training	William Bakewell
training	Douglas Fairbanks
training	Joan Crawford
training	Clark Gable
training	Alan Rickman
training	Aimee Brooks
training	Charles Bateman
training	Ahna Capri
training	John Ireland
training	Allison Hayes
training	Sean Connery
training	Shakespeare
training	Jim Carrey
training	Virginia Madsen
training	Rob
training	Dane Cook
validation	Shirley Knight
validation	James Caan
validation	Ashton Kutcher
validation	Jacqueline Mckenzie
validation	John Lynch
validation	Terry Gilliam
validation	Bruce Willis
validation	Madeleine Stowe
validation	Brad Pitt
validation	Santos
validation	Tito
validation	Patricia Scanlon
validation	Helen
validation	Kurt Angle
validation	Randy Orton
validation	Walter Pidgeon
validation	George Sanders
validation	Oliver Reed
validation	Ron Moody
validation	Rosario Dawson
validation	Doug Mcclure
validation	Ben
validation	Ellen
validation	Louis
validation	Harry Secombe
validation	Rose Mcgowan
validation	Mary Pickford
validation	Adolph Zukor
validation	Lloyd Hughes
validation	Mike Connors
validation	Richard Denning
testing	James
testing	Jefferson
testing	John Wood
testing	William Hurt
testing	Angela Lansbury
testing	Sam Jaffe
testing	Tom Cruise
testing	Bill Sykes
testing	Nancy
testing	George Fenton
testing	Paul Winfield
training	Jimmy Stewart
training	Lena
training	Gunga Din
training	Wil Smith
training	Amanda Burton
training	Bridget Moynahan 
training	Porter
training	Rachel Griffiths
training	Patty Duke
training	Anne Rice
training	Ilka Järvilaturi
training	Wittgenstein
training	Adrian Pasdar
training	Ozzy Osbourne
training	Ulysses
training	Emma
training	Frank Sinatra'
training	Leon Phelps
training	Claire Danes
training	Jimmy Stewart
training	Maria Flom
training	Steve Martin
training	Michael Cooney
training	Tamilyn Tomita
training	Theodore Rex
training	Chamberlain
training	Richard Widmark
training	Michael Keaton
training	Spacek  
training	Danielle Petty
training	Jack Nicholson
training	Jet Li
training	Jack Nicholson
training	Theodore Rex
training	Michael Madsen
training	Kate Jackson
training	Faye Grant
training	Jean Reno
training	Ozzy Osbourne
training	Peter Falk
training	Eddie Murphy
training	John Hughes
training	Serge Farnel
training	Dani Behr
training	Jeffery Dalmers
training	Arielle Dombasle
training	Ziva Rodann
training	Macist
training	George Goble
training	Dianne Keaton
validation	Johnson
validation	Lilith
validation	Maddy
validation	Jessica
validation	John Saxon
validation	Eagles Donovan Mcnabb
validation	Meryl Streep
validation	J. Varhola
validation	Magnolia
validation	George W. Bush
validation	Andy Fastow
validation	Dana Andrews
validation	David Bowie
validation	Dansen
validation	Seagal
validation	Tom Arnold
validation	Ironheart
validation	Nigel Hawthorne
validation	Michelle Johnson
validation	John Candy
validation	Anita Briem
validation	Vampire Assassin
validation	Helen Mirren
validation	Johnson
validation	Anthony Sabato Jr
validation	Hanks
validation	Noble Willingham
validation	Pam Grier
validation	Robin Williams
validation	Jason
testing	Dudelson  
testing	Catherine  
testing	Daniel  
testing	Patrick  
testing	Hannah
testing	Baywatch   
testing	Nick  
testing	Ryan 
testing	Disney 
testing	Hitchcock  
training	Anderson
training	Cage
training	Reinhold
training	Joe Pantoliano
training	Olver Reed
training	Shakespeare
training	Maggie Smith
training	Peter Ustinov
training	Roy Scheider
training	John Woo
training	Darren Stein
training	Darren Stein
training	Lex Barker
training	Tarzan
training	Anthony Wong
training	Yuen Woo Ping
training	Beverly D'angelo
training	Jerry Orbach
training	Jeff Goldblum
training	Cristina Raines
training	Burgess Meredith
training	Dalton
training	Clarke
training	Rochester
training	Jane
training	Ang Lee
training	Adrien
training	Sean Connery
training	David Deal
training	Irvin Kershner
training	Caleb Deschanel
training	Robert Carlyle
training	Jackson Rippner
training	Freddy Kruger
training	Cillian Murphy
training	Leo Genn
training	Anthony Steel
training	Peter Finch
training	David Tomlinson
training	Bill Travers
training	Anthony Dawson
training	Bryan Forbes
training	Michael Goodliffe
training	Walter Gotell
training	Damon
training	Julia Stiles
training	Mark Knopfler
training	Ry Cooder
training	Donald Moffat
training	Robin Williams
validation	Matt Damon
validation	Jason Bourne
validation	Louis Sachar
validation	Andrew Davis
validation	Jon Voight
validation	Billie
validation	Steve Carell
validation	Steve Carell
validation	Steve Carell
validation	Andy Stitzer
validation	Barbra Bouchet
validation	Frances Bay
validation	Robert Tessier
validation	Sally Kirkland
validation	Michael Callan
validation	Adrien Wilde
validation	Parker Posey
validation	Fay Grim
validation	Hal Hartley
validation	Hamlet
validation	Ethan Hawke
validation	Jack Nicholson
validation	Omar Epps
validation	Ice Cube
validation	Jennifer Connelly
validation	Lawrence Fishburne
validation	Errol Flynn
validation	Janine Turner
validation	Michael Rooker
validation	John Lithgow
testing	Safran Foer
testing	James Frain
testing	Ian Hart
testing	Mervyn Leroy
testing	Henry Thomas
testing	Jean Simmons
testing	Capone
testing	Julia Stiles
testing	Edward Woodward
testing	Michael Meyers
testing	Kevin Bacon
testing	Hackman
testing	Phillip Seymour Hoffman
testing	Dr Klaus
testing	Barney
testing	Mark
testing	Tripper
testing	Jon Bon Jovi
testing	Meryl Streep
testing	Natalie Portman
validation	John Kielty
validation	Chipmunks
validation	Paul Henreid
validation	Shirley Valentine
validation	Zoey
validation	Henry Brandon
validation	Clifton Webb
validation	Faulkner
validation	Rosie Perez
validation	Stanley Kubrick
validation	Angelina
validation	Edward Furlong
validation	Jim Beam
validation	Hanks
validation	Demi Moore
validation	Siegel
validation	Paul Newmans
validation	Mr Ripper
validation	Gary Busey
validation	Mark Griffiths
validation	Bruce Dern
validation	Siegel
validation	Lena Endre
validation	Sandra
validation	Giovanni Bocaccio
validation	Quenton Tarantino
validation	Darth Vadar
validation	Ross Partridge
validation	Tom Cruise
validation	Buzz Aldrin
training	Wanda
training	Michael Dorn
training	Gail O'grady
training	Emile Zola
training	Christopher Lee
training	Uma Thurman
training	Pamela Springsteen
training	Ben Affleck
training	Mckenna
training	David Self
training	Sicheritz
training	Zhang Ziyi
training	Patrick Rea
training	Robin Williams
training	Luke Perry
training	Amy Irving
training	Nicholas Cage
training	Mary Tyler Moore
training	Charles Wellington
training	Joel Hodgson
training	Billy
training	Tom Savini
training	Tom Cruise
training	Rick Mercer
training	Sterno
training	Jesse Franco
training	John Williams
training	Scarface Anyways
training	Meryl
training	Mia
training	Oliver
training	Simon Pegg
training	Conan
training	Jennie Livingston
training	Paul Muni
training	Shrek
training	Zombie
training	Diane
training	Eddie
training	Dylan O'leary
training	Corbin Bernsen
training	Bozz
training	Gena Rowland
training	Werner Henze Simon
training	Dean Koontz
training	Anthony Bourdain
training	Rea
training	Britons
training	Jim Morris
training	Bruce Willis
training	David Attenborough
training	Tommy Lee Jones
training	Sweeney
training	Mars
training	Mamin
training	Shakespeare
training	Terry
training	Bobby
training	Johnny
training	Millius
training	Jim
training	Micheal
training	Madiba
training	Charlie
training	Antoine
training	Bled
training	Koresh
training	Steele
training	Morris
training	Susie
training	Ziegfeld
training	Samantha
training	Babylon
training	Tarantino
training	Roddenberry
training	Stanton
training	Brooks
training	Stewart
training	Louis
training	Nikki
training	Mahler
training	Elenore
training	Barrymore
training	Rob Lowe
training	Samuel Goldwyn
training	Rainbow Brite
training	Nicolas Cage
training	Christopher Eccelson
training	Van Wilder
training	Chan-wook Park
training	Jalal Merhi
training	Werner Pochath
training	Lamberto Bava
training	Emily Rose
training	Nicole Eggert
training	Jim Carrey
training	Mark Hamill
training	Jalal Merhi
training	Werner Pochath
training	Osa Massen
validation	Joe Dallesandro
validation	Oliver Stone
validation	Ben Stiller
validation	Mike Meyers
validation	Melody Thomas Scott
validation	Andrei Tarkovsky
validation	Melissa Joan Hart
validation	Sarah Michelle Gellar
validation	Charelston Heston
validation	Reinhold Messner
validation	Tim Robbins
validation	Eric Roberts
validation	Van Helsing
validation	Arnold
validation	Jason Lee
validation	Chad Lowe
validation	Julian Hernandez
validation	Burt Reynolds
validation	John Rys-daves
validation	Drew Barrymore
validation	Paul Verhoeven
validation	Ralph Fiennes
validation	Lance Henrikson
validation	Peter Jackson
validation	Matthew Modine
validation	Sean Pertwee
validation	Rosanna Arquette
validation	Bob
validation	Colm Meaney
testing	Eytan Fox
testing	Aragorn
